seg_softmax,of_confidence,target
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_29.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_29.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_29.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_30.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_30.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_30.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_31.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_31.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_31.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_32.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_32.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_32.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_33.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_33.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_33.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_34.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_34.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_34.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_35.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_35.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_35.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_36.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_36.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_36.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_37.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_37.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_37.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_38.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_38.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_38.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_39.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_39.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_39.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_40.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_40.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_40.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_41.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_41.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_41.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_42.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_42.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_42.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_43.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_43.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_43.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_44.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_44.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_44.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_45.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_45.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_45.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_46.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_46.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_46.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_47.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_47.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_47.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_48.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_48.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_48.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_49.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_49.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_49.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_50.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_50.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_50.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_51.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_51.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_51.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_52.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_52.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_52.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_53.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_53.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_53.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_54.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_54.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_54.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_55.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_55.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_55.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_56.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_56.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_56.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_57.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_57.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_57.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_58.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_58.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_58.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_59.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_59.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_59.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_60.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_60.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_60.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_61.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_61.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_61.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_62.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_62.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_62.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_63.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_63.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_63.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_64.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_64.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_64.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_65.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_65.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_65.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_66.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_66.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_66.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_67.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_67.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_67.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_68.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_68.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_68.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_69.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_69.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_69.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_70.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_70.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_70.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_71.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_71.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_71.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_72.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_72.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_72.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_73.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_73.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_73.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_74.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_74.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_74.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_75.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_75.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_75.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_76.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_76.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_76.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_77.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_77.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_77.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_78.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_78.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_78.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_79.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_79.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_79.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_80.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_80.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_80.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bear_81.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bear_81.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bear_81.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_1.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_1.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_1.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_2.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_2.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_2.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_3.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_3.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_3.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_4.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_4.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_4.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_5.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_5.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_5.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_6.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_6.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_6.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_7.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_7.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_7.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_8.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_8.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_8.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_9.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_9.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_9.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_10.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_10.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_10.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_11.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_11.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_11.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_12.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_12.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_12.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_13.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_13.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_13.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_14.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_14.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_14.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_15.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_15.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_15.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_16.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_16.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_16.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_17.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_17.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_17.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_18.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_18.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_18.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_19.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_19.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_19.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_20.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_20.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_20.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_21.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_21.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_21.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_22.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_22.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_22.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_23.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_23.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_23.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_24.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_24.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_24.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_25.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_25.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_25.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_26.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_26.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_26.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_27.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_27.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_27.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_28.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_28.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_28.npy
/root/autodl-tmp/data/FusionApproach/train_numpy_files/seg_softmax_bmx-bumps_29.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/of_confidence_bmx-bumps_29.npy,/root/autodl-tmp/data/FusionApproach/train_numpy_files/target_bmx-bumps_29.npy
